Type,Questions,Answer,Code,Dataset_Name,Date_Generated
Probability Question,"What is the probability that BUDGET is 'High', where IMDB_SCORE is greater than 6 and GROSS is 'Medium'?",0.14,"prob <-nrow(df[df$Budget == 'High' & df$imdb_score > 6 & df$Gross == 'Medium', ]) / nrow(df[df$imdb_score > 6 & df$Gross == 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'Medium', where GROSS is 'Medium'?",0.35,"prob <-nrow(df[df$Budget != 'Medium' & df$Gross == 'Medium', ]) / nrow(df[df$Gross == 'Medium', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'R', where BUDGET is not 'Low'?",0.63,"prob <-nrow(df[df$content != 'R' & df$Budget != 'Low', ]) / nrow(df[df$Budget != 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is 'R', where IMDB_SCORE is less than 2?",0.15,"prob <-nrow(df[df$content == 'R' & df$imdb_score < 2, ]) / nrow(df[df$imdb_score < 2, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is 'PG', where IMDB_SCORE is less than or equal to 2 and GENRE is 'Sci-Fi'?",0.5,"prob <-nrow(df[df$content == 'PG' & df$imdb_score <= 2 & df$genre == 'Sci-Fi', ]) / nrow(df[df$imdb_score <= 2 & df$genre == 'Sci-Fi', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is 'PG', where IMDB_SCORE is less than or equal to 5?",0.29,"prob <-nrow(df[df$content == 'PG' & df$imdb_score <= 5, ]) / nrow(df[df$imdb_score <= 5, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is 'Low', where CONTENT is 'PG' and COUNTRY is 'Hong Kong'?",0.35,"prob <-nrow(df[df$Gross == 'Low' & df$content == 'PG' & df$country == 'Hong Kong', ]) / nrow(df[df$content == 'PG' & df$country == 'Hong Kong', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is 'G', where IMDB_SCORE is less than or equal to 3?",0.15,"prob <-nrow(df[df$content == 'G' & df$imdb_score <= 3, ]) / nrow(df[df$imdb_score <= 3, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'Low', where COUNTRY is 'New Zealand'?",0.43,"prob <-nrow(df[df$Budget == 'Low' & df$country == 'New Zealand', ]) / nrow(df[df$country == 'New Zealand', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is less than or equal to 3?,0.01,"prob <-nrow(df[df$imdb_score <= 3 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is not 'Medium', where COUNTRY is 'Indonesia'?",1.0,"prob <-nrow(df[df$Gross != 'Medium' & df$country == 'Indonesia', ]) / nrow(df[df$country == 'Indonesia', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 7, where COUNTRY is 'Norway'?",0.69,"prob <-nrow(df[df$imdb_score > 7 & df$country == 'Norway', ]) / nrow(df[df$country == 'Norway', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'Low', where IMDB_SCORE is greater than or equal to 4 and CONTENT is 'R'?",0.38,"prob <-nrow(df[df$Budget == 'Low' & df$imdb_score >= 4 & df$content == 'R', ]) / nrow(df[df$imdb_score >= 4 & df$content == 'R', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GENRE is 'Sci-Fi'?,0.04,"prob <-nrow(df[df$genre == 'Sci-Fi' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 7, where GROSS is 'High'?",0.34,"prob <-nrow(df[df$imdb_score > 7 & df$Gross == 'High', ]) / nrow(df[df$Gross == 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that BUDGET is not 'Medium'?,0.52,"prob <-nrow(df[df$Budget != 'Medium' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'G', where IMDB_SCORE is greater than or equal to 5?",0.97,"prob <-nrow(df[df$content != 'G' & df$imdb_score >= 5, ]) / nrow(df[df$imdb_score >= 5, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'High', where IMDB_SCORE is greater than or equal to 4 and CONTENT is not 'R'?",0.63,"prob <-nrow(df[df$Budget != 'High' & df$imdb_score >= 4 & df$content != 'R', ]) / nrow(df[df$imdb_score >= 4 & df$content != 'R', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that COUNTRY is not 'Canada', where GROSS is 'High'?",0.99,"prob <-nrow(df[df$country != 'Canada' & df$Gross == 'High', ]) / nrow(df[df$Gross == 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 4, where GENRE is 'Action' and BUDGET is 'High'?",0.98,"prob <-nrow(df[df$imdb_score >= 4 & df$genre == 'Action' & df$Budget == 'High', ]) / nrow(df[df$genre == 'Action' & df$Budget == 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that CONTENT is not 'PG-13'?,0.67,"prob <-nrow(df[df$content != 'PG-13' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is greater than or equal to 9?,0.01,"prob <-nrow(df[df$imdb_score >= 9 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'Low', where IMDB_SCORE is less than or equal to 6 and GROSS is not 'High'?",0.79,"prob <-nrow(df[df$Budget != 'Low' & df$imdb_score <= 6 & df$Gross != 'High', ]) / nrow(df[df$imdb_score <= 6 & df$Gross != 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 7, where GENRE is 'Comedy'?",0.33,"prob <-nrow(df[df$imdb_score >= 7 & df$genre == 'Comedy', ]) / nrow(df[df$genre == 'Comedy', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 4, where BUDGET is not 'High'?",0.98,"prob <-nrow(df[df$imdb_score >= 4 & df$Budget != 'High', ]) / nrow(df[df$Budget != 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that IMDB_SCORE is greater than or equal to 6?,0.7,"prob <-nrow(df[df$imdb_score >= 6 , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is not 'PG', where IMDB_SCORE is less than 2?",0.38,"prob <-nrow(df[df$content != 'PG' & df$imdb_score < 2, ]) / nrow(df[df$imdb_score < 2, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 5, where CONTENT is 'PG'?",0.85,"prob <-nrow(df[df$imdb_score > 5 & df$content == 'PG', ]) / nrow(df[df$content == 'PG', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GENRE is 'Action'?,0.17,"prob <-nrow(df[df$genre == 'Action' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is 'G', where BUDGET is not 'High'?",0.03,"prob <-nrow(df[df$content == 'G' & df$Budget != 'High', ]) / nrow(df[df$Budget != 'High', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is 'Medium', where IMDB_SCORE is greater than 7?",0.31,"prob <-nrow(df[df$Gross == 'Medium' & df$imdb_score > 7, ]) / nrow(df[df$imdb_score > 7, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is 'Sci-Fi', where IMDB_SCORE is less than 6?",0.05,"prob <-nrow(df[df$genre == 'Sci-Fi' & df$imdb_score < 6, ]) / nrow(df[df$imdb_score < 6, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is 'G', where IMDB_SCORE is less than or equal to 3 and GENRE is 'Sci-Fi'?",0.17,"prob <-nrow(df[df$content == 'G' & df$imdb_score <= 3 & df$genre == 'Sci-Fi', ]) / nrow(df[df$imdb_score <= 3 & df$genre == 'Sci-Fi', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than or equal to 7, where BUDGET is not 'Medium' and GENRE is not 'Action'?",0.4,"prob <-nrow(df[df$imdb_score >= 7 & df$Budget != 'Medium' & df$genre != 'Action', ]) / nrow(df[df$Budget != 'Medium' & df$genre != 'Action', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Family', where IMDB_SCORE is greater than or equal to 8?",0.98,"prob <-nrow(df[df$genre != 'Family' & df$imdb_score >= 8, ]) / nrow(df[df$imdb_score >= 8, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that CONTENT is 'G', where COUNTRY is not 'Netherlands'?",0.04,"prob <-nrow(df[df$content == 'G' & df$country != 'Netherlands', ]) / nrow(df[df$country != 'Netherlands', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 6, where GROSS is not 'Low'?",0.67,"prob <-nrow(df[df$imdb_score > 6 & df$Gross != 'Low', ]) / nrow(df[df$Gross != 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is not 'Sci-Fi', where COUNTRY is not 'Poland' and BUDGET is not 'Low'?",0.95,"prob <-nrow(df[df$genre != 'Sci-Fi' & df$country != 'Poland' & df$Budget != 'Low', ]) / nrow(df[df$country != 'Poland' & df$Budget != 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'High', where IMDB_SCORE is less than or equal to 6?",0.36,"prob <-nrow(df[df$Budget == 'High' & df$imdb_score <= 6, ]) / nrow(df[df$imdb_score <= 6, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is less than 6, where GENRE is not 'History'?",0.35,"prob <-nrow(df[df$imdb_score < 6 & df$genre != 'History', ]) / nrow(df[df$genre != 'History', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'High', where GENRE is 'Action'?",0.79,"prob <-nrow(df[df$Budget != 'High' & df$genre == 'Action', ]) / nrow(df[df$genre == 'Action', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that IMDB_SCORE is greater than 7, where BUDGET is 'High' and GENRE is 'Action'?",0.3,"prob <-nrow(df[df$imdb_score > 7 & df$Budget == 'High' & df$genre == 'Action', ]) / nrow(df[df$Budget == 'High' & df$genre == 'Action', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is not 'Medium', where IMDB_SCORE is greater than or equal to 6?",0.52,"prob <-nrow(df[df$Budget != 'Medium' & df$imdb_score >= 6, ]) / nrow(df[df$imdb_score >= 6, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that BUDGET is not 'High'?,0.74,"prob <-nrow(df[df$Budget != 'High' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that BUDGET is 'Medium'?,0.48,"prob <-nrow(df[df$Budget == 'Medium' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,What is the probability that GENRE is 'Drama'?,0.15,"prob <-nrow(df[df$genre == 'Drama' , ]) / nrow(df); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that BUDGET is 'High', where GROSS is 'Medium' and GROSS is not 'Low'?",0.2,"prob <-nrow(df[df$Budget == 'High' & df$Gross == 'Medium' & df$Gross != 'Low', ]) / nrow(df[df$Gross == 'Medium' & df$Gross != 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GROSS is 'Medium', where IMDB_SCORE is greater than or equal to 3?",0.39,"prob <-nrow(df[df$Gross == 'Medium' & df$imdb_score >= 3, ]) / nrow(df[df$imdb_score >= 3, ]); round(prob, 2);",MOVIE DATASET,2024-04-07
Probability Question,"What is the probability that GENRE is 'Action', where GROSS is 'Low' and GROSS is 'Low'?",0.17,"prob <-nrow(df[df$genre == 'Action' & df$Gross == 'Low' & df$Gross == 'Low', ]) / nrow(df[df$Gross == 'Low' & df$Gross == 'Low', ]); round(prob, 2);",MOVIE DATASET,2024-04-07
General Question,What is the minimum RATING?,0.6,"round(min(df$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum RATING, where ATTENDANCE is greater than or equal to 40?",5.41,"temp <- df[df$Attendance >= 40, ]; round(max(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean ATTENDANCE, where DJ is 'Rohit' and DAY is 'Thursday'?",53.12,"temp <- df[df$DJ == 'Rohit' & df$Day == 'Thursday', ]; round(mean(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum RATING, where DAY is not 'Friday' and MUSIC is not 'HipHop'?",5.29,"temp <- df[df$Day != 'Friday' & df$Music != 'HipHop', ]; round(max(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean ATTENDANCE, where DJ is not 'Carol'?",56.47,"temp <- df[df$DJ != 'Carol', ]; round(mean(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,What is the maximum RATING?,5.41,"round(max(df$Rating), 2);",PARTY DATASET,2024-04-07
General Question,What is the mean ATTENDANCE?,56.34,"round(mean(df$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean RATING, where DJ is 'Rohit'?",3.44,"temp <- df[df$DJ == 'Rohit', ]; round(mean(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean ATTENDANCE, where DAY is not 'Friday' and DJ is 'Rohit'?",55.31,"temp <- df[df$Day != 'Friday' & df$DJ == 'Rohit', ]; round(mean(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean ATTENDANCE, where DAY is not 'Friday' and DJ is not 'Alex'?",56.53,"temp <- df[df$Day != 'Friday' & df$DJ != 'Alex', ]; round(mean(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum ATTENDANCE, where DAY is 'Friday'?",100,"temp <- df[df$Day == 'Friday', ]; round(max(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean ATTENDANCE, where DAY is not 'Thursday'?",56.81,"temp <- df[df$Day != 'Thursday', ]; round(mean(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,What is the mean RATING?,3.43,"round(mean(df$Rating), 2);",PARTY DATASET,2024-04-07
General Question,What is the maximum ATTENDANCE?,100,"round(max(df$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean ATTENDANCE, where RATING is greater than 4?",56.51,"temp <- df[df$Rating > 4, ]; round(mean(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,What is the minimum ATTENDANCE?,11,"round(min(df$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the minimum ATTENDANCE, where DJ is not 'Rohit'?",11,"temp <- df[df$DJ != 'Rohit', ]; round(min(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the minimum ATTENDANCE, where RATING is less than or equal to 2 and DAY is 'Friday'?",11,"temp <- df[df$Rating <= 2 & df$Day == 'Friday', ]; round(min(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the minimum RATING, where DAY is not 'Thursday'?",0.6,"temp <- df[df$Day != 'Thursday', ]; round(min(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean RATING, where ATTENDANCE is less than 30?",3.4,"temp <- df[df$Attendance < 30, ]; round(mean(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the minimum ATTENDANCE, where RATING is greater than 2?",11,"temp <- df[df$Rating > 2, ]; round(min(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the minimum ATTENDANCE, where DJ is 'Mski'?",11,"temp <- df[df$DJ == 'Mski', ]; round(min(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the minimum RATING, where DJ is not 'Mski'?",1.0,"temp <- df[df$DJ != 'Mski', ]; round(min(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the minimum RATING, where ATTENDANCE is greater than or equal to 30 and DAY is not 'Thursday'?",1.0,"temp <- df[df$Attendance >= 30 & df$Day != 'Thursday', ]; round(min(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum RATING, where DJ is 'Carol'?",5.26,"temp <- df[df$DJ == 'Carol', ]; round(max(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean RATING, where DJ is 'Carol'?",3.39,"temp <- df[df$DJ == 'Carol', ]; round(mean(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum ATTENDANCE, where RATING is greater than 4?",100,"temp <- df[df$Rating > 4, ]; round(max(temp$Attendance), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum RATING, where ATTENDANCE is less than or equal to 20?",4.97,"temp <- df[df$Attendance <= 20, ]; round(max(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum RATING, where DAY is not 'Saturday'?",5.41,"temp <- df[df$Day != 'Saturday', ]; round(max(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum RATING, where ATTENDANCE is less than or equal to 60?",5.02,"temp <- df[df$Attendance <= 60, ]; round(max(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the mean RATING, where ATTENDANCE is less than or equal to 40 and MUSIC is not 'HipHop'?",3.46,"temp <- df[df$Attendance <= 40 & df$Music != 'HipHop', ]; round(mean(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the maximum RATING, where DJ is not 'Carol' and DAY is 'Friday'?",5.13,"temp <- df[df$DJ != 'Carol' & df$Day == 'Friday', ]; round(max(temp$Rating), 2);",PARTY DATASET,2024-04-07
General Question,"What is the minimum RATING, where DJ is not 'Blue'?",0.6,"temp <- df[df$DJ != 'Blue', ]; round(min(temp$Rating), 2);",PARTY DATASET,2024-04-07
